rownames(exprMat)	LAU125	LAU355	LAU1255	LAU1314
FRMD8	3.99	7.11	2.33	7.26
FRMD8P1	0	0	0	0
FRMPD1	0	0.05	0.02	0.01
FRMPD2	0	0	0	0.09
FRMPD2B	0	0.11	0	0
FRMPD3	0.03	0.46	0.19	1.03
FRMPD3-AS1	0	0	0	0
FRMPD4	0	0	0	0
FRMPD4-AS1	0	0	0	0
FRRS1	1.66	0.67	1.24	0.47
FRS2	9.11	6.52	4.26	4.91
FRS3	1.35	1.69	1.19	2.09
FRY	2.89	1.05	0.9	2.31
FRY-AS1	0	0.04	0.02	0.11
FRYL	17.25	38.91	13.34	34.5
FRZB	0.07	0.04	0.04	0.14
FSCB	0	0	0	0.01
FSCN1	35.57	4.6	2.77	3.36
FSCN2	0.08	0.19	0.14	0.14
FSCN3	0.1	0.1	0	0.19
FSD1	0	0.09	0.26	0.22
FSD1L	1.29	1.57	1	1.77
FSD2	0.17	0.28	0.17	0.32
FSHB	0	0	0	0
FSHR	0	0.06	0	0
FSIP1	0.12	0.16	0.22	0.17
FSIP2	14.03	23.77	12.58	21.67
FSIP2-AS1	0.07	0	0.04	0
FST	0.19	0	2.65	0.05
FSTL1	944.44	0.36	42.91	1.22
FSTL3	23.71	0.41	3.42	0.53
FSTL4	1.05	0.64	0.52	0.97
FSTL5	0.91	0.01	0.61	0.19
FTCD	0.12	0	0	0
FTCD-AS1	0	0	0	0.06
FTCDNL1	0.09	1.03	0.12	0.55
FTH1	4352.5	1831.71	2990.79	1423.53
FTH1P1	0.52	0.31	0.35	0.05
FTH1P10	1.6	0.74	1.46	0.42
FTH1P11	0.52	0.16	0.12	0.33
FTH1P12	0.3	0.04	0.05	0.05
FTH1P14	0	0	0	0
FTH1P15	0	0	0.13	0
FTH1P16	0.25	0.38	0.74	0.45
FTH1P18	0	0	0	0
FTH1P19	0	0	0	0
FTH1P2	0.1	0	0.09	0
FTH1P20	0	0	0	0
FTH1P21	0	0.05	0.05	0
FTH1P22	0.06	1.15	1	1.84
FTH1P23	0.09	0	0.1	0.22
FTH1P24	0.08	0.2	0	0
FTH1P25	0	0	0	0
FTH1P26	0	0.06	0	0
FTH1P27	0	0	0	0
FTH1P3	0.18	0.04	0.26	0.2
FTH1P4	0.3	0.09	0	0
FTH1P5	0.21	0.09	0.15	0.05
FTH1P6	0	0	0	0
FTH1P7	0.21	0.06	0	0.07
FTH1P8	0.18	0	0	0
FTH1P9	0	0	0	0
FTHL17	0	0	0	0
FTL	2259.52	2158.71	3025.52	1053.42
FTLP1	0	0	0	0
FTLP10	0	0	0	0.06
FTLP15	0	0	0	0
FTLP16	0	0	0	0
FTLP17	0	0.05	0	0
FTLP18	0	0.14	0.05	0
FTLP19	0	0	0	0
FTLP2	0	0	0	0
FTLP3	0.16	0.23	0.16	0
FTLP4	0	0	0	0.17
FTLP6	0.09	0	0	0.03
FTLP8	0	0	0	0
FTMT	0	0	0.03	0
FTO	68.93	19.44	25.92	25.46
FTOP1	0.53	0.23	0.14	0.15
FTSJ1	16.42	24.83	16.71	22.53
FTSJ3	29.59	23	25.71	23.71
FTX	1.42	1.66	1.56	2.67
FUBP1	81.82	87.84	49.85	104.54
FUBP3	49.7	48.35	26.8	55.65
FUCA1	38.51	56.35	27.98	15.55
FUCA1P1	0.02	0	0.02	0
FUCA2	93.44	16.8	27.16	14.63
FUK	3.63	2.87	2.34	2.87
FUNDC1	32.58	17.51	13.11	17.73
FUNDC2	225.27	110.67	71.54	113.48
FUNDC2P2	0	0	0	0.02
FUNDC2P3	0	0.16	0	0
FUNDC2P4	0	0	0.2	0
FUOM	1.39	8	7.56	7.78
FURIN	5.54	7.74	6.73	10.48
FUS	236.7	244.31	140.51	245.26
FUT1	0.16	0.13	0.03	0.13
FUT10	10.76	3.96	3.35	3.14
FUT11	7.86	5.3	7.51	7.08
FUT2	0.24	0.31	0.18	0.45
FUT3	0.02	0	0.01	0
FUT4	1.12	1.07	1.15	1.3
FUT5	0.01	0.02	0	0
FUT6	0.15	0.12	0.01	0.22
FUT7	0.02	0.99	0.16	1.33
FUT8	15.78	14.51	11.95	11.68
FUT9	0	0	0	0
FUZ	6.7	4.97	9.06	3.23
FXN	6.41	9.87	5.42	8.99
FXNP2	0	0.08	0	0
FXR1	187.3	114.36	130.45	116.09
FXR2	13.7	11.48	8.28	13.53
FXYD2	0	1.25	0.54	1.16
FXYD3	186.83	0.02	7.44	1.03
FXYD4	0	0.08	0	0
FXYD5	74.73	470.99	126.95	469.76
FXYD6	0.57	1.68	17.95	1.22
FXYD6-FXYD2	0	0	0	0
FXYD6P2	0	0.1	0	0
FXYD6P3	0	0	0	0
FXYD7	0.28	0.99	0.27	2.08
FYB1	4.43	126.25	80.15	87.98
FYB2	0.03	0.08	0.03	0
FYCO1	6.67	6.77	18.37	8.08
FYN	110.14	152.09	109.58	142.94
FYTTD1	76.02	52.82	48.75	69.24
FYTTD1P1	0	0	0.03	0
FZD1	2.01	0.18	0.72	0.19
FZD10	0	0	0	0
FZD10-AS1	0.03	0.02	0	0.07
FZD2	0.09	0.11	0.08	0.08
FZD3	8.67	2.16	1.98	3.06
FZD4	2.08	0	1.06	0
FZD5	1.39	0.13	1.51	0.17
FZD6	36.98	1.8	18.28	3.22
FZD7	0.45	0.49	1.64	0.31
FZD8	0.21	0.21	0.06	0.02
FZD9	0.02	0.01	0.05	0.01
FZR1	2.77	4.51	3.34	5.59
G0S2	2.56	1.41	14.02	0.71
G2E3	9.05	9.19	2.4	11.67
G3BP1	75.85	51.8	48.79	78.3
G3BP2	136.57	155.92	128.42	125.14
G6PC	0	0.07	0.01	0.1
G6PC2	0.77	0	0.02	0
G6PC3	25.37	9.32	24.02	11.57
G6PD	17.3	22.75	22.85	25.17
GAA	5.29	4.5	8.1	2.86
GAB1	55.11	11.44	11.89	8.64
GAB2	14.05	19.02	39.79	9.87
GAB3	0.29	6.51	2.66	7.63
GAB4	0	0	0.01	0.07
GABARAP	249.81	184.82	155.38	196.16
GABARAPL1	17.19	9.64	43.4	7.23
GABARAPL2	131.62	68.02	85.23	88.9
GABARAPL3	0	0	0	0
GABBR1	6.48	9.06	10.53	5.81
GABBR2	0.01	0	0.04	0.03
GABPA	27.76	22.54	9.18	26.58
GABPAP	0	0.77	0	0
GABPB1	11.41	15.2	11.45	14.55
GABPB1-AS1	5.02	3.8	3.52	4.32
GABPB2	6.34	6.61	5.75	7.96
GABRA1	0	0	0	0.19
GABRA2	0	0	0	0.28
GABRA3	0.65	0	2.59	0.01
GABRA4	0.01	0.05	0	0
GABRA5	0.74	0	0	0
GABRA6	0	0	0	0
GABRB1	0.13	0.02	0.02	0.01
GABRB2	0	0.15	0.09	0.2
GABRB3	0.16	0.09	0	0.08
GABRD	3.41	0	0	0.01
GABRE	0.03	0.04	0.02	0.04
GABRG1	0	0	0	0
GABRG2	0	0	0.05	0.11
GABRG3	0.02	0.01	0.2	0.03
GABRG3-AS1	0	0	0	0
GABRP	8.88	3.78	150.05	4.05
GABRR1	0	0	0.12	0.04
GABRR2	0.01	0.13	0.03	0.14
GABRR3	0	0	0	0.02
GACAT1	0	0	0	0
GACAT3	0.04	0	0.1	0
GAD1	0.04	0.06	0.07	0.01
GAD2	0	0	0	0
GADD45A	37.81	16.39	30.67	11.3
GADD45B	43.88	147.68	40.21	40.55
GADD45G	0.05	1.26	0.5	0.22
GADD45GIP1	19.21	17.45	18.22	23.86
GADL1	0.79	0.82	1.32	0.75
GAGE1	0.21	0.01	5.35	0.18
GAGE10	0	0	0	0
GAGE12B	0	0	0	0
GAGE12C	0	0	0	0
GAGE12D	0	0	0	0
GAGE12E	0	0	0	0
GAGE12F	0	0	0	0
GAGE12G	0	0	0	0
GAGE12H	0	0	0	0
GAGE12J	0	0	0	0
GAGE2A	0	0	0	0
GAK	9.26	21.7	10.88	24.59
GAL	0	0	0.03	0
GAL3ST1	0.29	0.08	0.01	0.07
GAL3ST2	0.03	0	0	0
GAL3ST3	0	0	0	0
GAL3ST4	21.39	0.85	8.59	0.89
GALC	24.32	8.9	11.38	6.33
GALE	38.61	4.3	20.52	3.78
GALK1	2.15	1.57	2.31	2.1
GALK2	19	5.02	7.33	5.83
GALM	23.41	13.36	27.29	14.63
GALNS	5.69	4.95	3.83	3.34
GALNT1	68.24	52.98	32.5	54.78
GALNT10	7.36	25.95	8.8	23.6
GALNT11	56.04	22.46	19.99	18.78
GALNT12	1.73	3.54	1.52	2.93
GALNT13	0.04	0.02	0	0
GALNT14	1.25	2.23	8.96	3.41
GALNT15	0.33	0.2	0.39	0.05
GALNT16	0.06	0	0.04	0.01
GALNT17	0.01	0	0	0
GALNT18	3.56	0.01	0.26	0.12
GALNT2	11.11	11.68	14.48	11.82
GALNT3	19.74	6.49	9.26	7.02
GALNT5	1.17	0.04	0.57	0.51
GALNT6	2.7	7.72	2.7	9.3
GALNT7	1.83	14.16	3.13	17.8
GALNT8	0	0.04	0.1	0.02
GALNT9	0	0.01	0	0
GALNTL5	0.11	0.09	0	0.1
GALNTL6	0.82	0.61	0.46	0.73
GALP	0.03	0	0	0
GALR1	0	0	0	0
GALR2	0	0.03	0.02	0.02
GALR3	0	0	0	0
GALT	10.35	14.55	10.38	13.42
GAMT	7.71	2.48	4.91	3.15
GAMTP2	0.06	0	0	0
GANAB	236.58	129.01	75.99	131.18
GANC	14.42	8.34	11.49	10.02
GAP43	0.06	0.08	0	0.17
GAPDH	14439.49	912.13	2642.57	1381.72
GAPDHP1	0.35	0.11	0.02	0.07
GAPDHP14	2.08	0	0.15	0.13
GAPDHP15	0	0	0	0
GAPDHP16	0	0	0	0
GAPDHP17	0	0	0	0
GAPDHP19	0	0	0	0
GAPDHP2	0.07	0	0	0
GAPDHP20	0	0	0	0
GAPDHP21	0	0	0	0
GAPDHP22	0.14	0.18	0.14	0
GAPDHP23	0.42	0	0	0
GAPDHP24	0	0	0	0
GAPDHP25	0	0	0	0
GAPDHP26	0	0	0	0
GAPDHP27	0.9	0.02	0.14	0
GAPDHP28	0.02	0	0	0.07
GAPDHP29	0	0	0	0
GAPDHP31	0	0	0	0
GAPDHP32	0.5	0	0	0
GAPDHP33	1.86	0	0	0.05
GAPDHP34	0	0	0	0
GAPDHP35	1.48	0.04	0.42	0.25
GAPDHP36	0	0.07	0	0
GAPDHP37	0.33	0	0	0.03
GAPDHP38	0.24	0.04	0	0.22
GAPDHP39	0.05	0.13	0.05	0.03
GAPDHP40	0.2	0.02	0.02	0
GAPDHP42	0.03	0.24	0.05	0.08
GAPDHP44	0.33	0.04	0.05	0.17
GAPDHP45	0	0	0	0
GAPDHP46	0.07	0.04	0	0
GAPDHP47	0	0	0	0.05
GAPDHP48	0	0.02	0	0
GAPDHP49	0.03	0	0	0
GAPDHP50	0	0	0	0.05
GAPDHP51	0.05	0	0	0
GAPDHP52	0	0.23	0.05	0.03
GAPDHP53	0	0	0	0
GAPDHP54	0	0	0	0
GAPDHP55	0.03	0	0	0
GAPDHP56	0	0	0	0
GAPDHP57	0	0	0	0
GAPDHP58	0.17	0.06	0.02	0
GAPDHP59	0	0	0	0
GAPDHP60	0.12	0.02	0	0
GAPDHP61	0.12	0.02	0.02	0.05
GAPDHP62	0.88	0.43	0.3	0
GAPDHP63	0.05	0	0.05	0
GAPDHP64	0.39	0.01	0.09	0.05
GAPDHP65	0.14	0	0.02	0
GAPDHP66	0.05	0	0	0
GAPDHP67	0	0	0	0
GAPDHP68	0	0	0.02	0.02
GAPDHP69	0.07	0.02	0	0
GAPDHP70	0.05	0	0.02	0
GAPDHP71	0.23	0	0.05	0.05
GAPDHP72	0.1	0.08	0.02	0.02
GAPDHP73	0	0.02	0	0
GAPDHP74	0.98	0.07	0.16	0.04
GAPDHP75	0	0	0	0.03
GAPDHP76	0	0	0	0
GAPDHS	14.23	0.17	75.71	0.24
GAPT	1.7	90.25	6.19	110.4
GAPVD1	8.66	13.73	5.88	12.6
GAR1	21.53	14.08	22.42	16.84
GAREM1	16.56	0.06	2.64	0.11
GAREM2	0.29	0.65	0.69	0.6
GARNL3	16.85	0.95	0.67	1.12
GARS	209.65	85.36	125.41	106.74
GART	124.44	45.56	44.39	55.36
GAS1	4.62	0.07	2.03	0.14
GAS1RR	0.71	0.03	0.05	0.05
GAS2	16.09	0.29	0.01	0.43
GAS2L1	0.49	0.29	0.89	0.08
GAS2L1P1	0	0	0	0
GAS2L1P2	0	0	0	0
GAS2L3	53.5	0.39	4.56	1.03
GAS5	645.85	427.82	288.62	470.65
GAS6	1.94	5.03	2.14	3.73
GAS6-AS1	0.23	0.92	0.41	0.4
GAS7	273.42	2.05	11.39	3.55
GAS8	6.31	1.25	3.73	0.73
GAS8-AS1	0.15	0.02	0	0.03
GASAL1	0.15	0.66	0.42	0.35
GAST	0	0	0	0
GATA1	0	0	0	0
GATA2	0.01	0.03	0.05	0.02
GATA2-AS1	0	0	0	0.02
GATA3	0.5	11.21	12.86	10.92
GATA3-AS1	0	0.01	0	0.12
GATA4	0.95	0.01	0.13	0.05
GATA5	0	0	0	0
GATA6	0.29	0.04	0.08	0.02
GATAD1	33.96	19.64	12.9	15.83
GATAD2A	23.15	20.22	15.59	23.18
GATAD2B	6.93	13.67	6.26	11.22
GATB	21.6	11.84	15.49	10.74
GATD1	5.45	5.64	4.55	5.39
GATM	20.04	14.41	6.39	10.09
GBA	75.24	32.49	116.66	35.21
GBA2	16.82	26.3	14.84	28.78
GBA3	0.2	0.4	2.04	0.53
GBAP1	4.38	1	5.5	1.4
GBE1	57.67	7.11	15.85	11.13
GBF1	10.12	13.21	13.23	15.01
GBGT1	0.5	5.96	1.75	7.73
GBP1	104.76	33.4	173.31	34.21
GBP1P1	0.16	0.34	4.73	0.06
GBP2	36.9	73.06	166.38	76.3
GBP3	38.59	13.74	25.15	17.32
GBP4	8.33	32.7	75.41	43.56
GBP5	0.93	37.93	94.77	44.34
GBP6	0.11	0.1	0.17	0.05
GBP7	0.27	0.02	0.95	0.18
GBX1	0	0	0	0
GBX2	0	0	0	0
GC	0	0	0	0
GCA	18.99	30.83	11.56	36.27
GCAT	4.56	0.47	8.97	0.39
GCC1	7.67	8.15	6.38	6.74
GCC2	35.33	59.2	26.39	51.32
GCC2-AS1	0	0.13	0	0.05
GCDH	8.53	5.83	7.46	8.21
GCFC2	21.68	13.24	9.88	15.59
GCG	0	0	0	0.16
GCGR	0	0	0	0
GCH1	0.72	13.82	12.41	15.93
GCHFR	0.63	4.41	2.17	7.95
GCK	0.06	0.06	0.02	0.15
GCKR	0.05	0.16	0	0
GCLC	21.24	32.46	18.38	28.67
GCLM	3.66	6.48	4.55	9
GCM1	0.02	0.36	0.09	0.14
GCM2	0	0	0	0
GCN1	9.87	10.63	8.6	14.6
GCNA	0.16	0.97	0.31	0.77
GCNT1	4.22	9	4.88	12.82
GCNT1P1	0	0.02	0	0
GCNT1P2	0	0	0	0
GCNT1P3	0.05	0	0.04	0.19
GCNT1P4	0	0	0	0
GCNT1P5	0	0	0	0
GCNT2	16.7	4.19	4.09	6.06
GCNT2P	0.07	0	0.02	0.07
GCNT3	0.01	0.09	0.06	0.03
GCNT4	0.11	7.22	0.73	4.07
GCNT7	0.17	0.19	0.05	0.07
GCOM1	0.02	0.3	0.01	0.29
GCOM2	0	0.05	0	0
GCSAM	0.33	43.04	4.94	91.12
GCSAML	0.04	0.11	0.05	0.18
GCSH	61.84	2.17	19.49	3.38
GCSHP1	0	0	0	0
GCSHP3	1.05	0	1.25	0
GCSHP5	10.95	1.03	6.17	2.99
GDA	0.01	0.11	0.06	0.11
GDAP1	34.15	4.2	13.5	4.84
GDAP1L1	1.04	0	0.07	0
GDAP2	26.06	8.63	8.09	7.76
GDE1	39.64	16.5	21.64	19.97
GDF1	0.1	0	0.05	0
GDF11	20.34	3.61	2.09	4.21
GDF15	57.74	0.11	66.42	2.77
GDF3	0	0	0	0
GDF5	0.03	0.02	0.02	0.11
GDF5OS	0	0.01	0	0
GDF6	0.02	0	0	0
GDF7	0.01	0.63	0.05	0.93
GDF9	0.81	0.26	0.55	0.26
GDI1	60.87	43.55	69.26	53.76
GDI2	145.86	270.55	193.19	374.27
GDI2P1	0	0.05	0	0.02
GDI2P2	0	0.05	0.05	0
GDNF	1.43	0	0.08	0.08
GDNF-AS1	2.08	0	0.26	0.11
GDPD1	2.1	1.06	1.65	1.23
GDPD2	0.06	0	0	0
GDPD3	0.98	1.69	0.39	1.4
GDPD4	0.52	0.02	0.04	0.05
GDPD5	6.21	5.52	12.21	5.65
GDPGP1	0.79	0.66	0.32	0.49
GEM	3.81	2.97	8.28	2.73
GEMIN2	23.13	12.12	8.62	15.84
GEMIN2P1	0	0	0	0
GEMIN2P2	0	0	0	0
GEMIN4	5.72	7.16	3.01	8.7
GEMIN5	11.79	6.89	4.67	10.27
GEMIN6	27.54	9.41	14.28	17.2
GEMIN7	4.33	6.82	4.5	6.45
GEMIN8	17.3	7.49	7.73	4.26
GEMIN8P3	0	0	0	0
GEMIN8P4	2.73	0.18	1.76	0.18
GEN1	3.5	6.45	4.09	9.14
GET4	5.59	4.72	2.67	7.45
GFAP	0	0	0.01	0.02
GFER	4.86	3.82	3.31	4.11
GFI1	0.23	4.77	3.06	4.3
GFI1B	0.03	0	0	0
GFM1	59.04	25.38	27.32	28.08
GFM2	31.44	16.36	16.61	21.84
GFOD1	0.39	2.13	1.44	2.55
GFOD1-AS1	0	0	0	0
GFOD2	2.6	1.97	1.7	2.99
GFPT1	34.62	10.34	18.81	14.87
GFPT2	5.63	0.13	5.7	0.28
GFRA1	0.01	0.06	0.14	0.36
GFRA2	22.48	1.67	0.14	0.24
GFRA3	0.05	0.02	0	0.04
GFRA4	0	0	0	0
GFRAL	0	0.08	0.02	0.09
GGA1	9.35	24.57	12.78	19
GGA2	19.1	84.19	24.71	98.37
GGA3	13.94	20.87	13.15	18.24
GGACT	1.94	3.97	2.16	2.92
GGCT	90.72	19.1	27.18	22.97
GGCX	33.18	10.39	18.9	12.63
GGH	99.22	5.83	33.88	9.56
GGN	0.01	0.16	0	0
GGNBP1	0	0.1	0.03	0.06
GGPS1	39.03	26.61	18.1	33
GGT1	0.33	4.04	2.11	5.26
GGT2	0.13	0.29	0.1	0.33
GGT3P	0	0	0	0
GGT5	0.04	0.16	0.15	1.05
GGT6	0.33	0.51	0.21	0.41
GGT7	6.23	3.24	4.83	3.1
GGT8P	0	0	0	0
GGTA1P	0.2	5.7	1.64	0.82
GGTA2P	0.14	0	0	0
GGTLC1	0	0	0	0
GGTLC2	0	0.05	0.03	0.06
GGTLC4P	0	0	0	0.08
GH2	0	0	0	0
GHDC	4.11	6.48	3.76	6.3
GHITM	90.21	85.14	101.36	105.91
GHR	0.08	0.06	1.54	0.18
GHRH	0	0	0.09	0
GHRHR	0.02	0	0	0
GHRL	0.23	2.55	0.77	1.77
GHRLOS	0.32	0.95	0.16	0.55
GHSR	0	0	0	0
GID4	10.3	8.25	4.05	11.2
GID8	38.57	29.68	21.46	36.24
GIF	0	0	0	0
GIGYF1	3.13	4.69	3.32	4.57
GIGYF2	64.12	35.06	21.43	36.38
GIMAP1	0.16	6.2	1.13	8.02
GIMAP2	12.93	44.71	15.68	47.96
GIMAP3P	0	0.21	0.06	0.06
GIMAP4	1.23	81.73	33.35	91.8
GIMAP5	5.79	65.14	26.26	74.8
GIMAP6	0.25	22.69	6.88	32.79
GIMAP7	0.68	72.08	16.58	84.2
GIMAP8	0.17	7.99	2.51	7.05
GIMD1	0	0	0	0
GIN1	7.09	7.92	4.53	11.35
GINM1	41.64	25.51	16.82	27.79
GINS1	8.81	1.03	2.28	2.71
GINS2	12.34	3.77	7.04	6.6
GINS3	5.21	2.27	3.95	4.66
GINS4	10.07	2.88	1.92	5.03
GIP	0	0	0	0
GIPC1	27.58	5.5	15.22	6.11
GIPC2	0.02	0.07	0.02	0.07
GIPC3	4.06	0.47	0.09	0.5
GIPR	0	0.12	0.21	0.32
GIT1	13.62	12.62	8.07	12.91
GIT2	25.92	57.58	27.22	62.24
GJA1	126.88	0.43	0.08	1.02
GJA10	0	0	0.03	0
GJA1P1	0.04	0	0.04	0.07
GJA3	6.42	0.1	0.02	0.2
GJA4	0.01	0.03	0	0.12
GJA6P	0	0	0	0
GJA8	0	0	0	0
GJA9	0.09	0	0.03	0.03
GJB1	31.26	0.01	21.2	0.93
GJB2	32	0.16	0.12	0.11
GJB3	0	0	0	0.05
GJB4	0	0	0	0.02
GJB5	0.11	0	0.02	0.05
GJB6	12.53	0.37	0.05	0.78
GJB7	0.09	0.04	0	0.04
GJC1	4.2	0.14	0.45	0.2
GJC2	0.15	0.06	0.02	0.01
GJC3	8.13	0	1.23	0
GJD2	0	0	0	0
GJD3	0	0.05	0.05	0.03
GJD4	0	0	0.01	0.02
GJE1	0	0	0	0
GK	8.56	7.87	14.35	11.34
GK-AS1	0.04	0.03	0.08	0
GK-IT1	0	0	0	0
GK2	0	0	0	0.01
GK3P	0	0.17	0.07	0.06
GK5	14.37	3.63	3.38	4.45
GKAP1	0.69	3.98	1.87	4.36
GKN1	0	0	0	0
GKN2	0	0	0	0
GLA	27.22	26.88	53.41	14.02
GLB1	62.15	50.08	54.13	46.34
GLB1L	82.28	3.91	8.14	2
GLB1L2	7.52	0.22	0.9	0.37
GLB1L3	0.01	0.44	0.3	0.57
GLCCI1	6.96	27.71	9.73	27.52
GLCE	54.38	1.69	12.26	2.69
GLDC	0.14	0.81	2.09	0.46
GLDCP1	0	0	0	0
GLDN	0.05	0.07	0.95	0.18
GLE1	9.69	15.04	10.09	19.55
GLG1	39.94	20.61	20.05	22.27
GLI1	0.06	1.92	0.37	1.11
GLI2	0.05	0	0.01	0
GLI3	8.37	0.13	6.48	0.59
GLI4	4.95	4.07	4.3	2.81
GLIPR1	3.52	57.11	14.31	64.6
GLIPR1L1	0.03	0.07	0.02	0.11
GLIPR1L2	6.31	1.61	1.63	1.37
GLIPR2	6.23	26.72	16.99	29.83
GLIS1	0	0	0	0.02
GLIS2	0.3	0.05	0.12	0.04
GLIS3	0.82	0.57	0.04	0.12
GLIS3-AS1	0	0	0	0
GLMN	3.59	4.72	2.59	5.82
GLMP	99.88	22.5	99.41	23.7
GLO1	93.95	52.6	55.86	46.27
GLOD4	58.93	33.87	22.86	39.5
GLOD5	0.09	0	0	0
GLP1R	0	0.01	0	0.03
GLP2R	0.01	0.02	0	0.01
GLRA1	0.01	0.07	0.01	0.01
GLRA2	0.23	0.01	0.12	0
GLRA3	0.01	1.11	0.03	0.49
GLRA4	0	0	0	0
GLRB	0.12	0	0.46	0.21
GLRX	5.72	27.33	21.92	35.26
GLRX2	7.97	4.2	10.44	6.21
GLRX3	29.87	42.84	38.13	46.67
GLRX3P2	0	0.04	0	0.05
GLRX5	44.77	20.03	25.1	28.17
GLRXP1	0	0.08	0	0
GLRXP3	0	0	0	0
GLS	72.16	74.23	36.51	95.46
GLS2	0.89	1.72	0.54	1.43
GLT1D1	0.07	1.14	0.73	1.12
GLT6D1	0	0	0	0
GLT8D1	100.07	27.35	58.48	38.55
GLT8D2	0.09	0.18	0.14	0.27
GLTP	27.21	22.47	17.74	22.02
GLTPD2	0	0	0	0
GLTPP1	0	0	0	0
GLUD1	39	49.72	42.52	47.82
GLUD1P3	0.14	0.56	0.4	0.51
GLUD1P9	0	0	0	0
GLUD2	9.47	0.02	2.3	0.25
GLUL	758.29	116.94	654.55	35.1
GLULP3	0.05	0	0	0
GLULP4	0	0	0.04	0
GLULP6	0	0	0.03	0
GLYAT	0	0	0	0.03
GLYATL1	0	0.06	0	0.21
GLYATL1B	0	1.07	0.05	0.74
GLYATL1P1	0.01	0.21	0.01	0.66
GLYATL1P2	0	0.14	0	0.05
GLYATL1P4	0	0.06	0	0.16
GLYATL2	0	0.09	0	0.18
GLYATL3	0	0	0	0
GLYCTK	0.5	2.13	1.57	3.09
GLYCTK-AS1	0	0.19	0.18	0.34
GLYR1	49.34	34.81	24.72	47.58
GM2A	27.78	45.59	41.56	73.36
GM2AP1	0	0	0.05	0
GM2AP2	0	0.2	0	0
GMCL1	14.69	10.39	6.78	16.17
GMCL2	0.02	0	0	0
GMDS	27.67	16.97	14.58	15.7
GMDS-AS1	5.16	3.55	2.88	4.43
GMEB1	5.78	13.32	7.03	14.48
GMEB2	2.13	4.66	1.81	4.72
GMFB	38.07	14.39	16.54	16.9
GMFBP1	0	0	0	0
GMFG	6.7	230.22	70.81	209.1
GMIP	0.98	22.43	5	25.57
GML	0	0	0	0
GMNC	0	0	0	0
GMNN	34.95	7.23	24.64	18.06
GMPPA	25.91	15.2	29.29	16.25
GMPPB	4.35	7.97	6.61	6.39
GMPR	42.53	0.55	34.66	1
GMPR2	35.03	37.19	30.98	39.17
GMPS	51.73	37.57	44.35	47.66
GMPSP1	0	0	0	0
GNA11	11.23	1.21	5.29	1.26
GNA12	32.93	38.47	12.22	23.64
GNA13	33.13	57.35	47.83	70.55
GNA14	2.36	0.01	0	0.1
GNA14-AS1	0	0	0	0
GNA15	0.48	3.79	3.93	2.73
GNAI1	27.84	0.25	2.36	0.63
GNAI2	102.09	237.5	163.37	251.75
GNAI2P2	0	0	0	0
GNAI3	22.64	31.09	29.93	37.67
GNAL	0.57	0.55	0.43	0.68
GNAO1	12.23	0.83	1.07	1.81
GNAQ	53.93	9.04	10.53	6.7
GNAQP1	0	0	0	0
GNAS	897.04	746.52	532.41	709.71
GNAS-AS1	0.15	0.04	0.02	0
GNAT1	0.03	0	0	0
GNAT2	0.41	0.17	0.1	0.05
GNAT3	0	0	0	0
GNAZ	0.29	1.75	1.56	2.17
GNB1	568.44	229.63	181.87	273.82
GNB1L	0.1	0.5	0.41	1.02
GNB2	59.38	53.68	44.33	70.73
GNB3	0.24	0.23	0.11	0.68
GNB4	56.2	9.02	16.07	14.98
GNB5	3.47	12.81	6.11	16.82
GNE	11.57	8.45	5.68	10.07
GNG10	49.25	30.11	39.73	32.64
GNG10P1	0	0	0	0
GNG11	65.58	2.77	105.62	4.59
GNG12	100.36	0.18	65.81	1.52
GNG12-AS1	2.4	0	1.19	0
GNG13	0	0	0	0
GNG2	143.59	50.3	21.68	56.15
GNG3	0.26	0	0	0.24
GNG4	1.2	2.86	4.29	6.38
GNG5	127.51	77.24	131.77	112.91
GNG5P1	0	0.37	0	0
GNG5P2	0	0	0	0
GNG5P3	0	0	0	0
GNG5P5	0	0	0	0
GNG7	26.81	14.5	6.9	15
GNG8	0	0	0	0.19
GNGT1	0.03	0	0.17	0.09
GNGT2	0.42	22.64	9.16	20.69
GNL1	21.74	25.4	28.24	37.78
GNL2	89.92	45.44	60.73	53.34
GNL2P1	0	0	0	0
GNL3	124.2	47.36	81.69	67.42
GNL3L	11.11	8.56	6.51	10.71
GNL3LP1	0.39	0	0	0
GNLY	4.09	47.56	22.19	75.24
GNMT	0.09	0.59	0.42	0.49
GNPAT	28.31	22.28	16.22	24.89
GNPDA1	25.13	13.93	26.25	13.72
GNPDA2	16.11	23.44	9.47	22.98
GNPNAT1	20.08	5.52	7.57	6.84
GNPTAB	43.38	23.14	43.13	21.66
GNPTG	35.46	15.76	31.38	17.48
GNRH1	0.42	0.41	0.19	0.38
GNRH2	0.03	0.09	0	0
GNRHR	0.08	0.09	0.02	0.03
GNRHR2	16.26	17.56	11.87	15.27
GNS	84.28	26.03	56.55	21.26
GOLGA1	7.37	9.16	7	6.8
GOLGA2	49.29	22.17	28.84	21.73
GOLGA2P1	0	0.01	0	0
GOLGA2P2Y	0	0	0	0
GOLGA2P3Y	0.01	0	0	0
GOLGA2P4	0	0	0	0
GOLGA2P5	0.15	1.69	0.21	1.37
GOLGA2P6	0	0	0	0
GOLGA2P7	3.66	3.41	1.9	2.3
GOLGA2P8	0.03	0	0.09	0
