gene_name,Model1_count,Model2_count,Model3_count,Positive1_count,Positive2_count,Positive3_count
4930544L04Rik,0,0,0,0,0,0
Hpse2,0,0,0,0,0,0
Atg2a,947,664,932,536,643,413
Lipn,0,1,1,1,0,0
Lipk,0,0,0,0,0,0
Gm29531,0,0,0,0,0,0
Tmem219,304,237,264,206,219,184
Fas,104,153,52,70,92,134
Bmi1,976,917,960,684,825,664
Pter,182,120,161,63,61,30
4921504E06Rik,0,0,0,0,0,0
Ptf1a,0,0,0,0,0,0
4930426L09Rik,14,21,22,6,6,10
Pip4k2a,2111,1554,1824,1228,1734,1264
Trpm8,0,0,0,0,0,0
Igfbp7,21,15,24,8,11,15
Pnpla8,1110,1416,1027,1842,2043,1806
Pafah1b3,120,68,78,24,34,31
Cic,2007,1430,2750,1364,1265,944
Gm15265,110,125,114,106,187,95
Gm16933,0,0,0,0,0,0
Nqo1,33,37,31,43,60,47
Nob1,332,227,246,136,138,91
Nfat5,2220,2238,2053,3893,3422,3477
2810433D01Rik,0,0,0,0,0,0
Gm15138,0,0,0,0,0,0
Gm15972,9,20,15,10,11,14
Frmpd1os,0,0,0,0,0,0
Olfr224,0,0,0,0,0,0
Naa38,319,252,363,160,155,104
R74862,2,9,5,21,24,18
Zc3h4,2057,1415,2531,1009,1287,764
Haus8,301,260,406,234,279,226
Xpo1,7897,7415,6940,6966,7894,5914
Hbq1a,0,0,0,0,0,0
2310016G11Rik,0,0,0,0,0,0
Nsg2,57,13,27,12,6,4
Mn1,62,15,28,9,10,9
4930524B15Rik,4,1,0,0,0,0
Gm28335,0,0,0,0,0,0
Gm14808,0,0,0,0,0,0
Vmn2r121,0,0,0,0,0,0
Bard1,1626,1289,2080,1294,1424,1107
Zfand2b,212,198,243,162,232,154
Atic,2009,966,2090,611,759,495
Fn1,56445,16050,25227,9514,8452,9250
Spata22,1,0,0,0,0,0
Abcb6,242,139,164,44,122,57
Ankzf1,404,428,565,457,422,359
Tet2,5016,5701,5376,5101,5324,4377
Arhgef1,3108,2597,4143,3508,3628,2651
Rcc2,4877,2289,5579,1095,1541,874
Best4-ps,0,0,0,0,0,0
A630072L19Rik,0,0,1,1,0,0
Tas2r102,0,0,0,0,0,0
Adamts4,21,14,17,19,9,3
4930470B04Rik,0,0,0,0,0,0
4933409D19Rik,0,0,0,0,0,0
Gm38079,4,3,3,3,4,4
Gm37928,0,0,0,0,0,0
Gm38081,1,0,0,0,0,0
Gm27167,3,2,0,7,3,6
2010103J01Rik,0,0,0,0,0,0
Gm38082,813,845,768,1167,1003,878
Gm28051,2,0,0,0,0,0
Foxj2,283,294,272,236,346,217
Vmn1r138,0,0,0,0,0,0
Slc2a3,1054,1564,2201,3611,4537,3130
Oaz1,637,385,813,504,538,435
Fam169b,20,37,19,37,69,34
Crat,627,548,938,395,686,328
Dsg1a,0,0,0,0,0,0
Gm29031,0,0,0,0,0,0
RP24-133O13.2,0,0,0,0,0,0
4930556J24Rik,0,0,1,0,0,0
Gm29177,0,0,0,0,0,0
Olfr71,0,0,0,0,0,0
Tmem150b,730,554,671,639,480,458
Gm7145,0,0,0,0,0,0
Gm11959,0,0,0,0,0,0
Klhl14,3,0,0,0,0,0
Mum1l1,5,4,0,1,4,8
AA986860,21,13,16,9,8,8
Dyrk1b,194,140,131,110,92,57
Zfp870,95,107,108,57,60,41
Olfr1265,0,0,0,0,0,0
Gm16796,0,0,0,0,0,0
4930412C18Rik,6,2,6,5,2,2
Abca7,3654,2817,4347,3347,3414,2278
Bnip3,230,286,253,185,165,158
Supt16,7348,5501,7030,3430,4011,3182
Prkx,874,599,827,587,669,457
Erich2,2,0,0,0,0,0
Sp5,0,0,0,0,0,0
Klhl41,14,19,12,14,5,8
Tmem186,546,323,479,229,280,195
Olfr1111,0,0,0,0,0,0
Olfr1110,0,0,0,0,0,0
Osgin2,437,419,505,442,408,338
Fbxw20,0,0,0,0,0,0
Gm11292,0,0,0,0,0,0
Mpl,195,52,82,75,43,23
Ocrl,1958,1833,2040,1510,1746,1275
Calm1,2923,3268,3257,2051,3180,2269
Tek,57,29,59,55,28,21
Dtd1,88,64,128,46,32,39
Olfr1136,0,0,0,0,0,0
Arf3,1660,1042,1972,758,1118,688
Cxx1c,1,0,0,1,0,0
Olfr1135,0,0,0,0,0,0
Mest,115,24,33,19,34,12
Olfr1134,0,0,0,0,0,0
Olfr1133,0,0,0,0,0,0
Lsm10,102,82,93,43,49,28
Etos1,0,3,0,0,0,0
Kctd2,236,216,251,193,252,152
Tmprss6,0,0,0,0,0,0
4933400A11Rik,0,0,0,0,0,0
Kctd5,305,173,328,136,182,92
Smek1,3033,2319,3415,3113,2816,2816
Gm20356,0,0,0,0,0,0
Cyp2j14-ps,0,0,0,0,0,0
Gm14445,1,6,0,1,0,1
Mical3,656,486,586,437,328,250
Otud6a,0,0,0,0,0,0
4933433F19Rik,0,0,0,0,0,0
En1,0,0,0,1,0,0
Olfr69,0,0,0,0,0,0
Nkx2-9,0,0,0,0,0,0
Gm8068,0,0,0,0,0,0
Scgb2b27,0,0,0,0,0,0
D030025P21Rik,0,2,0,0,0,0
Zfp704,2498,1619,2407,1337,1436,1018
2810417H13Rik,2047,1955,2454,1419,1805,1470
Cuzd1,0,1,0,0,1,0
RP23-381K3.5,0,0,0,0,0,0
Myt1l,0,0,0,0,0,0
Wisp1,15,8,11,17,14,17
Ndrg1,1028,725,1212,1014,1173,736
Olfr814,0,0,0,0,0,0
Dennd6b,67,50,64,46,18,35
Olfr539,0,0,0,0,0,0
Hist1h4j,213,166,335,106,123,103
H2-T22,86,88,91,53,27,29
Pcdh19,20,17,10,19,18,8
Igkv15-101-1,0,0,0,0,0,0
Nup160,2708,2124,3072,1760,2036,1598
Gm43463,95,109,90,177,196,129
Gm7631,0,0,0,0,0,0
Rpl36,31,30,44,24,18,16
Ascl5,0,0,0,0,0,0
Gm27021,0,0,0,0,0,0
4930479D17Rik,4,0,0,0,0,2
Gm12150,0,0,0,0,0,0
5033428I22Rik,0,0,0,0,0,0
Gm26691,1,0,0,0,0,0
Gm15614,0,0,0,0,0,0
Gm26837,0,0,0,0,0,0
Gm26838,0,0,0,0,0,0
A330009N23Rik,1,2,2,0,0,1
Gm16013,0,0,0,0,0,0
Gm26839,1,1,0,0,2,0
Gm3278,0,0,0,0,0,0
Igkv8-28,0,0,0,0,0,0
Gm21882,0,0,0,0,0,0
Olfr150,0,0,0,0,0,0
Gm2777,0,0,0,0,0,0
Gm5141,229,292,225,302,290,261
Gm10931,0,0,0,0,0,0
Ear-ps3,0,0,0,0,0,0
Cypt2,0,0,0,0,0,0
Gm13152,187,277,194,163,168,154
Klk4,0,0,0,0,0,0
Zfp358,172,65,138,38,38,30
Gap43,0,0,1,0,0,0
Emc6,489,313,458,182,166,141
Gm38085,0,0,0,0,0,0
BC051142,2,8,8,4,10,1
Gm38340,14,8,9,9,16,5
Ms4a13,0,0,0,0,0,0
Smim5,86,38,20,74,97,48
Gm32347,0,0,0,0,0,0
Fnta,820,688,753,413,640,393
Gm26351,0,0,0,0,0,0
Ptprs,1052,441,664,375,351,291
Gm18025,1,1,1,0,3,0
Tmem200c,0,0,0,0,0,0
Olfr804,0,0,0,0,0,0
Gm21092,31,36,42,48,8,64
Gm13043,0,0,0,0,0,0
Gm38087,0,0,0,0,0,0
Ddo,0,0,0,0,0,0
Lce1d,0,0,0,0,0,0
Gm37976,0,0,0,0,0,0
Gm38089,0,0,0,0,0,0
Gm38090,0,0,0,0,0,0
Gm38091,0,0,0,0,0,0
Gm38092,0,0,0,0,0,0
Gm2396,9,11,4,9,10,7
Olfr823,0,0,0,0,0,0
Gm4307,0,0,0,0,0,0
Gm28655,0,0,0,0,0,0
Lhb,0,0,0,0,0,0
Gm29321,0,0,0,0,0,0
Gm28679,0,0,0,0,0,0
Swt1,1006,1061,858,1111,1150,1083
Gm29128,0,0,0,0,0,0
RP23-451F7.8,0,0,0,0,0,0
RP23-441J16.4,2,0,1,0,3,1
Gm28867,0,0,0,0,0,0
RP24-97D9.3,0,0,0,0,0,0
RP23-15K8.1,0,0,0,0,0,0
Ccdc142,64,36,54,71,47,49
RP24-257M4.1,0,4,0,0,1,0
Gm9955,0,0,0,0,0,0
Abca15,0,0,0,0,0,0
Gm38093,0,0,0,0,0,0
Gm42653,0,0,1,0,0,0
Igkv13-56-1,0,0,0,0,0,0
Gm37990,0,0,0,0,0,0
Gm38094,0,0,0,0,0,0
Gm43410,0,2,1,0,1,0
Gm43378,46,40,33,68,66,68
4930590L14Rik,0,0,0,0,0,0
Gm43246,0,0,0,0,0,0
Ints2,1358,1034,1283,712,724,531
Chia1,0,2,0,0,0,0
Tex101,0,0,0,0,0,0
Hyal3,12,11,19,10,10,5
Arl5a,1605,1273,1320,1037,1276,913
Snx9,812,512,877,372,525,278
Slf1,1196,1244,1060,1106,1150,956
Fam178a,2478,2296,2940,2014,2338,1866
Myrf,3,2,0,2,0,0
Vezt,676,681,483,516,555,460
Exosc10,953,770,1287,619,640,502
Gm13305,0,0,0,0,0,0
Maml3,679,438,571,331,258,254
Hist2h3c1,112,59,130,55,174,50
Gm20650,0,0,0,0,0,0
Gm13304,0,0,0,0,0,0
Obox6-ps1,0,0,0,0,0,0
Vmn2r-ps13,0,0,0,0,0,0
Gm20679,0,0,0,0,0,0
Gm20658,275,448,335,591,760,524
Vmn1r36,0,0,0,0,0,0
RP23-477A19.2,0,0,0,0,0,0
RP23-114F22.2,0,0,0,0,0,0
RP23-271E2.1,0,0,0,0,0,0
RP24-88B16.3,0,0,0,0,0,0
RP24-492L15.5,4,0,0,0,0,0
RP23-296N5.4,15,15,13,15,6,11
RP23-178I17.1,0,0,0,0,0,0
Gm28363,0,0,0,0,0,0
RP23-4F16.6,4,0,0,1,0,0
Gm6473,4,5,6,5,4,2
Gm28608,0,0,0,0,0,0
Gm28468,0,0,0,0,0,0
Gm28398,0,0,0,0,0,0
C330013J21Rik,11,3,6,9,0,4
Dnase1l1,334,325,281,334,305,226
Vmn1r171,0,0,0,0,0,0
Acat3,21,12,17,3,6,7
Atp6ap1,1397,1055,1533,1455,1130,678
Mfsd3,46,21,42,20,9,9
Slc25a22,182,108,200,119,96,58
Tmem35,0,0,0,1,0,0
Fa2h,0,0,0,0,0,0
Zxdb,282,219,303,207,245,162
Apol6,1,1,8,12,0,2
Myo6,184,82,77,79,90,40
Gm29277,0,0,0,0,1,0
Gm29266,0,0,2,0,0,0
Rd3l,0,0,0,0,0,0
Gm28447,0,0,0,0,0,0
Hist2h4,4784,3468,7955,3358,4442,2523
Gm29059,0,0,0,0,0,0
2210011K15Rik,0,0,0,0,0,0
1700034H15Rik,8,9,6,20,19,12
Zfp1,172,127,131,76,87,69
Gm28995,0,0,0,0,0,0
9330175M20Rik,0,0,0,0,0,0
Zfp2,41,36,12,23,20,21
Smcr8,2590,2169,3508,2047,2750,1743
Setd8,2048,1700,2802,1893,2492,1626
Pradc1,91,96,119,105,108,83
Paip2,1016,811,806,710,1422,1118
Azgp1,0,0,0,0,0,0
Add2,162,43,27,13,71,8
Dusp11,3364,2933,3911,2863,3003,2349
Nat8,0,0,0,0,0,0
Cct7,2959,2134,3573,1250,1583,1066
Myh3,1,0,0,0,0,0
Pik3r5,1806,1497,1895,1377,1497,1068
Myh10,80,31,25,17,50,21
Stx8,454,448,419,295,402,270
Ntn1,7,4,3,3,0,0
Usp43,1,0,0,0,0,0
Cfap52,0,0,0,0,0,0
Rcvrn,1,3,4,2,3,5
Map2k3,677,347,966,423,581,281
Natd1,199,181,265,111,204,84
Ccl4,4,6,1,1,2,1
Gm8000,2,2,2,0,1,0
Gm29050,9,5,1,11,2,8
Muc4,0,0,0,0,0,0
Gm8739,0,0,0,0,0,0
Gm28482,0,0,0,0,0,0
Gm29210,0,0,0,0,0,0
Gm29639,0,0,0,0,0,0
4833427F10Rik,0,0,0,0,0,0
Vmn1r-ps40,0,0,0,0,0,0
Vmn2r-ps38,0,0,0,0,0,0
Gm20523,0,0,0,0,0,0
Gm3584,0,0,0,0,0,0
Gm7029,0,0,0,0,0,0
Gm20460,2,0,0,0,0,3
Gm42767,0,0,0,0,0,0
Gm3912,15,12,9,11,7,8
Gm43209,0,0,0,0,0,0
Gm17977,0,0,0,1,5,0
Olfr136,0,0,0,0,0,0
Igkv6-14,0,0,0,0,0,1
Tmem151b,40,5,16,18,3,1
Gm8890,0,0,0,0,0,0
Speer2,0,0,0,0,0,0
Numbl,36,51,8,8,48,4
Gm5449,0,0,0,0,0,0
Gm17651,0,0,0,1,0,0
Gm9732,0,0,0,0,0,0
Trim43c,0,0,0,0,0,0
Gulp1,12,9,4,8,13,13
Ldlrad3,909,396,556,416,435,371
Atp8b1,31,28,27,46,40,31
Klhl6,1838,1878,1626,1206,1573,1141
Gng2,1408,1071,831,913,997,849
Foxp3,0,0,0,0,0,0
Cep104,584,352,542,296,358,224
Igf2,25,10,12,7,8,8
Gja3,0,0,0,0,0,0
E130311K13Rik,56,42,39,17,49,38
Chst13,163,119,133,119,116,66
Lias,399,348,438,267,292,219
Grpel1,591,482,618,305,331,250
Klb,0,1,0,0,1,1
Tada2b,549,468,985,455,574,395
Rfc1,2717,2604,3210,1941,2341,1928
D5Ertd579e,1372,1160,1317,1511,1566,1224
Cckar,0,0,0,0,0,0
Tbc1d14,1022,909,1352,1008,1066,676
Rbm10,1367,926,1544,765,919,709
Cdk16,945,726,1186,619,698,564
Usp11,773,500,669,276,307,200
Glrx3,1248,900,967,762,764,621
Defb44-ps,0,0,0,0,0,0
Sfi1,710,618,787,791,660,612
Dnajc25,369,182,381,270,266,177
Actl7a,0,0,0,0,0,0
Tmem57,1165,947,1363,674,771,535
Tmem109,285,105,221,60,37,11
Rhd,72,11,13,10,29,6
Tmem50a,1165,1034,1463,672,1069,612
Sfpq,7345,5738,7451,6582,6733,5720
Syf2,1005,989,928,756,948,734
Cd300a,1358,1043,918,642,675,493
Ythdc2,1223,1042,1162,912,941,852
Cacna1a,82,54,84,71,67,45
Pde4d,1275,1732,1639,2202,2383,1753
Dimt1,183,170,153,112,127,91
Kif2a,1772,1517,1720,1617,1940,1536
Jmy,1029,792,726,531,540,405
Elovl7,74,28,39,100,76,110
Depdc1b,636,539,840,624,885,662
Ercc8,333,255,347,241,281,188
Cct6a,3691,2766,3750,1201,1385,1030
Psph,180,171,302,87,97,71
Hpd,0,0,0,0,0,0
Mief1,1038,701,1270,468,538,365
Syngr1,96,88,110,192,263,184
Wdr66,19,17,15,43,27,16
Psmd9,289,195,381,174,178,90
Deptor,1772,1150,1425,678,675,559
Rhof,85,80,89,103,127,70
Cd52,796,1421,762,3533,3558,2740
Tac1,0,0,0,0,0,0
Tmem108,22,15,24,13,14,7
Bex2,4,0,5,0,0,0
Nmnat2,0,0,0,0,1,2
Abcc12,0,0,1,0,0,1
2410004B18Rik,81,92,109,132,77,62
Fgfr1op,606,1084,537,412,378,393
Dna2,2590,2159,2587,1655,1747,1371
Mlx,551,321,637,301,422,305
Rhox2g,0,0,0,0,0,0
Prdm4,844,642,1009,485,616,456
Npffr2,0,0,0,0,0,0
Plxdc2,255,171,114,163,131,113
Gnptg,168,170,284,127,145,102
Vmn1r172,0,0,0,0,0,0
Tsga8,0,0,0,0,0,0
Toporsl,0,0,0,0,0,0
Zfp446,75,81,113,47,56,28
9430020K01Rik,271,133,176,99,86,70
Ppp3r2,0,0,0,0,0,0
Cdkl4,13,23,14,23,20,22
Smc2,6608,7942,7252,6247,7664,7158
Gm42934,0,0,0,0,0,0
Polr1e,289,191,200,97,141,105
Dnajc1,1320,767,1285,694,1367,1022
Gm5965,0,0,0,0,0,0
Vps54,2385,2602,2437,3862,4747,3660
Avpr1a,1,1,0,1,0,0
Egfr,71,40,48,43,26,25
Srgap1,45,57,84,62,60,31
Plek,5792,4141,2883,6654,5500,4276
Elane,20244,11824,27098,7565,10312,5023
Usp15,3228,3400,3040,3762,4468,3805
Znhit2,76,48,88,31,34,26
Lrrc55,0,0,0,2,0,0
Ccdc162,11,9,1,5,5,8
Olfr988,0,0,0,0,0,0
Olfr987,0,0,0,0,0,0
Olfr993,0,0,0,0,0,0
Olfr992,0,0,0,0,0,0
Ccdc58,126,144,120,77,99,56
1700001P01Rik,5,0,4,0,6,2
Cwc25,460,415,608,335,357,287
Pip4k2b,1351,883,1588,789,1231,713
Trim37,1479,1038,1712,821,962,759
Gm14720,1,1,1,0,2,0
Gm11374,0,0,0,0,0,0
A430108G06Rik,0,0,0,0,0,0
Gm13257,0,0,0,0,0,0
Phlpp1,209,140,203,117,161,93
Gm13844,4,4,0,0,2,0
Gm13781,0,0,0,0,0,0
Snhg20,155,147,117,45,93,121
Trav20,0,0,0,0,0,0
Snhg11,1,12,1,1,3,8
Slc25a53,216,198,127,129,80,76
Gm13431,41,36,45,168,185,112
Gm11650,0,0,0,0,0,0
Gm13872,0,0,0,0,0,0
Gm11924,0,0,0,0,0,0
Nceh1,1129,1092,1198,1025,1641,1228
Ect2,2014,1633,2441,1347,1777,1330
Gm11998,7,2,3,0,7,5
Hexim1,656,461,678,437,526,401
Gm13174,0,0,0,0,0,0
5330411J11Rik,0,0,0,0,0,0
Gm16322,0,0,0,0,0,0
Gm42482,7,6,1,2,8,2
Slc2a2,0,1,0,1,0,0
Csmd2os,0,0,0,0,0,0
Tnik,546,210,328,576,179,157
Gm8325,148,62,138,48,62,39
Pld1,720,1065,1138,1765,2193,1650
Hdhd1a,0,0,0,0,0,0
Phf3,2829,2621,2825,2132,2657,2000
Papd5,780,532,824,578,685,488
Gm31314,0,0,0,0,0,0
Gm16126,0,0,0,0,0,0
Gm12002,0,0,0,0,0,0
Gm11273,49,46,56,19,19,11
2210011C24Rik,0,0,0,0,0,3
Gm15280,0,0,0,0,0,0
Gm15500,14689,14285,14143,9088,11313,8857
Gm16272,0,1,0,0,0,0
E130208F15Rik,13,4,11,5,9,3
Gm12915,1,2,0,0,0,0
Gm11729,0,0,0,0,0,0
Prss28,1,2,1,1,3,0
St6gal2,0,0,0,0,0,0
Gm43590,0,0,0,0,0,0
Tpsab1,0,0,0,0,0,0
C330027C09Rik,2478,2505,2252,2214,2626,2262
Calhm2,448,223,312,194,108,121
Afap1l1,282,125,175,76,105,58
Gm7879,226,225,189,9,111,74
Micall1,805,745,1129,976,1006,723
Gm14523,0,0,0,0,0,0
Eif1-ps3,0,0,0,0,0,0
Rela,636,419,862,403,568,314
Kat5,570,448,624,431,531,406
Rnaseh2c,573,718,629,523,634,555
Vldlr,220,158,165,60,51,55
Ovol1,0,1,0,0,2,1
Smarca2,1446,1351,1910,2001,2240,1840
Tep1,1561,892,1315,769,747,597
Ehf,4,4,1,4,0,10
Slc14a1,640,163,225,246,200,106
Zfp36l3,0,2,0,0,0,0
Olfr354,0,0,0,0,0,0
Gm28986,0,0,0,0,0,0
Gm20861,0,0,0,0,0,0
Rem1,152,35,40,50,39,50
Gm11413,2,0,0,0,0,0
Gm12840,0,0,0,0,0,0
E130218I03Rik,0,0,0,0,0,0
Gm15564,2,0,0,0,2,0
Slfn5os,0,0,0,0,0,0
Gm13200,0,0,0,0,0,0
Gm14233,2,2,2,4,3,4
2700033N17Rik,0,0,0,0,0,0
Lrrc8a,516,317,472,248,218,198
Mcts1,490,498,430,485,484,432
Gm6871,0,0,0,0,0,0
Gm28783,0,0,0,0,0,0
Spin2-ps6,0,0,0,0,0,0
Gm21967,80,35,91,30,43,64
Igkv3-12,0,0,0,0,0,0
Gab2,1796,1682,2111,915,1158,847
Nutf2-ps2,0,0,0,0,0,0
5430401F13Rik,0,0,0,0,0,0
9330182O14Rik,0,0,0,1,0,0
Gm15802,0,0,0,0,0,0
C1rb,4,4,0,6,4,8
Zfp324,448,255,417,201,231,113
Olfr612,0,0,0,0,0,0
Gm16445,0,0,0,0,0,0
Dusp28,32,45,43,42,31,22
Gm9817,0,0,0,0,0,0
Olfr1017-ps1,0,0,0,0,0,0
Mup-ps17,0,0,0,0,0,0
Hist2h3c2,4146,2415,6942,1241,1542,936
Calr,20879,11491,25411,4576,6127,3239
Gm12259,5,9,5,5,8,7
Gm14372,0,0,0,0,0,0
Gm13536,0,0,0,0,0,0
8430419K02Rik,15,11,3,10,4,0
4930505K14Rik,0,0,0,0,0,0
5430405H02Rik,134,156,116,177,131,143
Gm12280,0,0,0,0,0,0
Gm12843,1,0,2,2,4,0
Hilpda,71,48,50,42,29,21
Ptn,0,0,0,1,0,0
Cbx3,1984,2084,1089,1156,1975,1648
1700111E14Rik,0,0,0,0,0,0
Nfe2l3,5,1,1,0,0,0
Trim24,930,784,795,687,805,545
Svopl,0,0,0,0,0,0
Vps4b,2521,2425,2799,2555,3186,2393
Usp46os2,0,0,0,0,0,0
Gm2004,52,34,38,57,42,37
Gm8979,458,320,231,565,364,346
Ighv14-3,0,0,0,0,0,0
Trav13d-3,0,0,0,0,1,1
Olfr1434,0,0,0,0,0,0
Trav10n,0,0,0,0,0,0
Taar7a,0,0,0,0,0,0
Olfr477,0,0,0,0,0,0
Hfe,389,502,682,261,243,212
4930483J18Rik,0,0,0,0,0,0
Gm16404,0,0,0,0,0,0
Ighd6-1,0,0,0,0,0,0
4931440F15Rik,7,1,5,4,0,0
Gm12184,581,411,743,167,293,225
Psme2b,835,791,730,452,491,417
Gm5607,0,0,0,0,0,1
Lamtor3,604,587,579,617,668,508
Gm13100,0,0,0,0,0,0
Ramp1,1455,1002,1339,639,799,503
Gm29400,0,0,0,0,0,0
Gm9805,13,7,7,5,3,8
Mtmr3,4256,3365,5732,4138,5434,3574
Skint2,0,0,0,0,0,0
4931422A03Rik,2,5,3,6,6,3
Vmn1r-ps3,0,0,0,0,0,0
Clec9a,140,126,50,208,231,136
Tmem174,0,0,0,0,0,0
Gm17484,10,7,11,6,6,4
C78334,0,0,0,0,0,0
Ranbp2-ps3,0,0,0,0,0,0
Gm12591,0,0,0,0,0,0
St7l,697,595,671,843,893,592
Penk,3,4,1,2,1,2
Gm17155,0,0,0,0,0,0
Prl5a1,0,0,0,0,0,0
Olfr448,0,0,0,0,0,0
Gm17177,0,0,0,0,0,0
4930401O10Rik,0,0,0,0,0,0
Dazl,3,7,4,0,0,0
1700065I16Rik,0,0,0,0,0,0
Gm20934,0,0,0,0,0,0
Gm29135,0,0,0,0,0,0
Gm28977,0,0,0,0,0,0
Gm28985,0,0,0,0,0,0
Gm28878,0,0,0,0,0,0
Gm18849,1,1,0,0,0,0
Gm29142,0,0,0,0,0,0
Gm21808,0,0,0,0,0,0
Zfp40,409,587,309,392,638,361
4933421A08Rik,2,2,1,2,3,0
AU022754,0,0,0,0,0,0
Grm6,2,1,0,1,4,0
RP23-32A8.5,4,2,0,1,2,0
Swi5,1306,1290,1544,835,852,735
Gm4922,0,0,0,0,0,0
Rnf208,3,1,3,0,2,0
Cnrip1,36,13,10,16,15,12
Wwp1,1368,1230,1266,1425,1446,1233
Slc7a13,0,0,1,0,0,0
4732419C18Rik,10,4,3,0,5,0
Wdr43,2118,1360,1839,889,1017,724
Gm15141,0,0,0,0,0,0
Hyal2,31,42,33,46,25,19
Tmem115,289,161,357,104,162,69
Zmynd10,2,10,14,9,12,9
Abi3,231,242,311,131,86,105
Ifrd2,386,153,359,113,144,71
Xlr3c,0,40,40,32,53,1
Adamts17,30,6,18,0,11,5
RP23-388D3.1,0,0,0,0,0,0
Tex261,1079,598,1100,424,500,222
Ankrd53,0,0,0,0,0,0
Rpl7a-ps3,0,0,1,0,0,0
Gm5069,10,5,14,8,10,6
Kbtbd11,219,96,121,64,57,50
Uba52,90,56,196,36,19,32
Gm10177,258,349,262,189,182,174
Gm15809,0,0,0,2,1,0
Zzef1,3607,2946,4012,3620,3996,3273
Ctsr,0,0,0,0,0,0
Cox15,686,472,834,262,380,231
Gm43642,0,0,0,0,0,0
Saa4,0,0,0,1,0,0
Ptger3,154,124,193,71,105,64
Slc7a5,1059,582,2928,227,358,171
Fkbp6,5,2,6,1,0,0
Zscan20,186,128,148,95,88,38
Rbak,460,265,297,248,264,120
St3gal5,303,414,179,1353,1614,1019
Gm28965,0,0,0,0,0,0
Gm14406,0,0,0,0,0,0
Gm29042,0,0,0,0,0,0
Gm43175,4,2,7,4,6,11
Gm42809,1,2,2,3,0,2
Gm42635,14,10,4,17,8,9
Gm43789,0,0,0,0,0,0
Gm43776,8,8,4,6,0,1
Gm43570,17,10,5,13,5,3
Gm28919,0,0,0,0,0,0
2010106E10Rik,0,0,0,0,0,0
Zfp711,10,13,5,2,11,5
Klra6,0,0,0,0,1,0
Tmem192,232,181,298,68,120,50
Sap30l,168,100,169,86,160,104
Fam134c,817,550,848,425,532,381
Apool,426,431,318,274,341,222
Satl1,0,0,0,0,0,0
Gm17469,0,0,0,0,0,0
Ap3s1-ps2,347,389,404,196,292,192
Olfr969,0,0,0,0,0,0
Scgb1b9-ps,0,0,0,0,0,0
Gm8159,0,0,0,0,0,0
Gm14536,0,0,0,0,0,0
Myh1,47,37,42,60,8,9
1810010K12Rik,0,0,0,0,0,0
Gm29216,2271,2596,2705,2020,1968,1845
Cltb,117,67,125,41,52,26
Olfr616,0,0,0,0,0,0
Olfr629,0,0,0,0,0,0
Il7r,646,294,159,120,116,124
Adgrf3,8,6,3,0,3,1
Mageb18,0,0,0,0,0,0
Sec61b,761,580,966,300,308,180
Nrgn,109,16,52,22,19,22
Slamf8,13,26,3,16,8,7
C030014I23Rik,1,2,3,1,0,0
Hace1,703,619,653,996,1027,876
Fam206a,632,427,777,336,443,263
Tmem214,638,449,823,352,357,215
Pex7,682,494,778,497,511,417
Gm37042,6,9,9,9,7,9
Trav6n-6,0,0,0,0,0,0
Trav6n-5,1,0,0,0,0,0
Shroom1,3,4,2,16,1,9
Rnf213,6171,4482,6093,5247,5522,3898
Klk1b3,0,0,0,0,0,0
Klk1b21,0,0,0,0,0,0
Ankdd1a,1,0,0,5,2,1
Trat1,4,0,0,3,0,0
Klk1b5,0,0,1,0,0,0
Klk1b4,0,0,0,0,0,0
Olfr458,0,0,0,0,0,0
Snapin,420,444,443,257,358,262
Ifngr1,6977,6593,7273,2651,3711,2576
Gm38096,0,0,0,0,0,0
Gm42416,0,0,0,0,0,0
Moxd1,1,0,0,0,0,0
1700008A23Rik,2,1,2,2,0,1
Gm33973,11,4,9,9,3,2
Mmp27,13,23,24,36,53,44
Fbxw22,0,0,0,0,0,0
Gm38097,0,0,1,0,1,0
Il20ra,6,11,37,8,6,5
Ets2,212,218,513,354,463,255
Adamts5,135,243,143,196,139,122
Dyrk1a,2760,2000,3299,2026,2240,1854
Atp5j,821,985,1007,768,794,654
Adamts1,75,53,80,24,32,14
App,4626,3647,8593,2414,3829,2424
Slc15a2,20,14,19,21,12,17
Dscr3,912,963,994,699,710,556
Gas1,4,6,8,5,2,2
Slc7a11,57,127,360,45,112,25
Cpvl,0,0,0,0,0,0
C130021I20Rik,0,0,0,0,0,0
RP23-134A10.5,0,0,0,0,0,0
RP24-309B5.2,0,0,0,0,0,0
RP24-338F2.2,0,0,0,0,0,0
RP24-325F2.1,0,0,0,0,0,0
RP23-178I17.3,0,0,0,0,0,0
Tgif2-ps1,0,0,0,0,0,0
RP23-62E9.4,1,11,0,4,3,0
Gm28509,0,0,0,0,0,0
Gm19667,0,0,0,0,0,0
Platr10,0,0,0,0,0,0
Gm20848,0,0,0,0,0,0
Gm21344,0,0,0,0,0,0
Cc2d1a,353,252,472,235,251,221
1700067G17Rik,0,0,0,0,0,0
Gm28993,0,0,0,0,0,0
Lrrc17,0,0,0,0,0,0
Tmem120a,63,85,71,77,78,67
Alg14,207,138,147,161,133,127
Anks4b,0,0,1,0,0,0
Gm17655,15,21,8,13,13,8
Gm17206,0,0,0,0,0,0
Gm17203,38,60,20,61,48,41
Vmn2r116,0,0,0,0,0,0
