,TCGA-DD-A11D-01A-11R-A131-07,TCGA-DD-AACT-01A-11R-A41C-07,TCGA-G3-AAUZ-01A-11R-A38B-07,TCGA-EP-A26S-11A-12R-A16W-07
ENSG00000256789,2,0,0,0
ENSG00000256797,0,0,0,0
ENSG00000256799,0,0,0,0
ENSG00000256802,25,60,1237,121
ENSG00000256803,0,0,0,0
ENSG00000256804,0,0,0,0
ENSG00000256806,58,62,47,85
ENSG00000256810,0,0,0,0
ENSG00000256811,12,4,8,3
ENSG00000256812,0,0,0,3
ENSG00000256813,0,0,0,0
ENSG00000256814,0,0,0,0
ENSG00000256817,0,1,2,0
ENSG00000256824,0,1,1,0
ENSG00000256825,0,0,0,0
ENSG00000256826,0,0,1,0
ENSG00000256827,0,0,0,0
ENSG00000256835,0,0,0,0
ENSG00000256837,0,0,0,0
ENSG00000256843,0,0,0,0
ENSG00000256844,0,0,0,0
ENSG00000256847,162,190,406,1072
ENSG00000256849,0,0,0,0
ENSG00000256851,0,0,0,0
ENSG00000256852,0,0,0,0
ENSG00000256861,0,0,0,0
ENSG00000256862,1,1,0,0
ENSG00000256863,42,22,3,23
ENSG00000256870,0,0,0,0
ENSG00000256875,0,0,0,0
ENSG00000256879,0,0,0,0
ENSG00000256884,0,0,0,0
ENSG00000256888,0,0,0,0
ENSG00000256892,0,0,0,1
ENSG00000256894,1,0,0,1
ENSG00000256896,0,0,0,0
ENSG00000256897,2,0,0,1
ENSG00000256898,1,2,1,1
ENSG00000256902,0,0,0,0
ENSG00000256904,0,0,0,0
ENSG00000256906,0,0,5,1
ENSG00000256912,0,0,0,0
ENSG00000256913,0,0,0,1
ENSG00000256915,0,0,0,0
ENSG00000256916,0,0,0,0
ENSG00000256917,0,0,0,0
ENSG00000256922,0,0,0,0
ENSG00000256923,0,0,0,1
ENSG00000256925,0,0,0,2
ENSG00000256928,0,0,0,0
ENSG00000256937,134,7,58,252
ENSG00000256940,15,5,16,7
ENSG00000256943,0,0,0,0
ENSG00000256944,0,0,0,1
ENSG00000256947,1,0,1,0
ENSG00000256948,0,2,6,2
ENSG00000256950,2,1,11,1
ENSG00000256951,0,0,0,0
ENSG00000256955,2,5,8,0
ENSG00000256963,0,0,0,0
ENSG00000256966,0,0,0,0
ENSG00000256967,58,31,78,155
ENSG00000256968,11,20,15,20
ENSG00000256969,4,5,1,10
ENSG00000256971,0,0,0,0
ENSG00000256972,0,0,0,0
ENSG00000256973,7,0,0,3
ENSG00000256975,0,0,0,2
ENSG00000256977,0,0,0,0
ENSG00000256980,1,0,1,0
ENSG00000256981,0,0,0,0
ENSG00000256982,0,0,0,0
ENSG00000256984,0,0,0,0
ENSG00000256986,0,0,0,0
ENSG00000256987,0,1,0,0
ENSG00000256988,0,0,0,0
ENSG00000256994,0,0,0,0
ENSG00000256995,0,0,0,0
ENSG00000257000,0,0,0,0
ENSG00000257002,0,0,3,0
ENSG00000257004,0,0,0,0
ENSG00000257005,0,0,0,0
ENSG00000257008,0,1,0,2
ENSG00000257009,0,0,0,0
ENSG00000257012,0,0,0,0
ENSG00000257016,0,0,0,0
ENSG00000257017,296360,603504,353193,1415808
ENSG00000257021,0,0,0,0
ENSG00000257022,2,0,0,3
ENSG00000257023,0,0,0,0
ENSG00000257025,0,0,0,0
ENSG00000257027,5,16,31,10
ENSG00000257035,0,45,0,0
ENSG00000257037,2,0,0,0
ENSG00000257038,2,3,0,4
ENSG00000257042,0,0,0,0
ENSG00000257043,0,0,0,15
ENSG00000257045,0,0,0,0
ENSG00000257046,1,0,0,4
ENSG00000257048,0,0,0,0
ENSG00000257052,8,2,9,43
ENSG00000257053,0,0,0,0
ENSG00000257056,0,0,0,0
ENSG00000257057,9,0,18,14
ENSG00000257058,2,2,2,0
ENSG00000257060,0,0,0,0
ENSG00000257062,11,1,0,14
ENSG00000257065,1,2,0,0
ENSG00000257067,0,0,0,0
ENSG00000257069,0,0,0,0
ENSG00000257070,0,0,0,0
ENSG00000257074,0,0,3,1
ENSG00000257075,0,0,0,0
ENSG00000257078,0,0,0,0
ENSG00000257083,0,0,0,0
ENSG00000257084,0,0,0,0
ENSG00000257086,6,14,10,3
ENSG00000257087,0,0,0,2
ENSG00000257093,1286,1017,695,2558
ENSG00000257094,0,0,0,0
ENSG00000257095,0,0,0,0
ENSG00000257096,0,0,0,0
ENSG00000257097,0,2,1,1
ENSG00000257101,0,0,0,0
ENSG00000257103,1484,2024,1686,2477
ENSG00000257105,0,0,0,0
ENSG00000257108,4,4,22,15
ENSG00000257109,0,0,0,0
ENSG00000257113,0,0,0,0
ENSG00000257114,1,0,2,2
ENSG00000257115,0,0,0,0
ENSG00000257119,0,0,0,1
ENSG00000257120,0,0,0,0
ENSG00000257121,0,0,0,0
ENSG00000257122,30,27,45,19
ENSG00000257124,0,0,0,0
ENSG00000257125,0,0,0,0
ENSG00000257126,0,0,0,0
ENSG00000257127,0,0,0,0
ENSG00000257128,0,0,0,0
ENSG00000257129,0,0,0,0
ENSG00000257135,37,29,31,10
ENSG00000257137,0,0,0,0
ENSG00000257138,0,0,0,0
ENSG00000257139,0,0,0,0
ENSG00000257141,0,0,0,0
ENSG00000257142,0,0,0,0
ENSG00000257146,0,0,0,0
ENSG00000257150,1,0,0,0
ENSG00000257151,11,11,9,99
ENSG00000257155,0,0,0,0
ENSG00000257156,0,0,0,0
ENSG00000257157,0,0,0,0
ENSG00000257159,0,0,0,0
ENSG00000257162,0,0,0,0
ENSG00000257164,0,0,0,0
ENSG00000257165,0,0,0,0
ENSG00000257167,26,38,132,39
ENSG00000257169,0,0,0,1
ENSG00000257171,0,0,0,0
ENSG00000257173,0,0,0,0
ENSG00000257175,0,0,0,0
ENSG00000257176,2,7,1,2
ENSG00000257178,1,0,0,0
ENSG00000257179,0,0,0,0
ENSG00000257180,0,0,0,0
ENSG00000257181,0,0,0,0
ENSG00000257183,0,0,1,0
ENSG00000257184,0,0,0,0
ENSG00000257185,0,1,0,0
ENSG00000257191,3,0,0,0
ENSG00000257193,0,0,0,0
ENSG00000257194,0,0,1,0
ENSG00000257195,0,0,0,0
ENSG00000257198,0,0,0,0
ENSG00000257199,0,0,2,1
ENSG00000257202,0,0,0,0
ENSG00000257207,0,6,0,5
ENSG00000257210,0,0,9,5
ENSG00000257218,219,318,857,636
ENSG00000257219,0,4,1,1
ENSG00000257220,0,0,0,0
ENSG00000257221,1,0,0,0
ENSG00000257222,0,0,3,0
ENSG00000257224,0,0,0,0
ENSG00000257225,0,0,0,0
ENSG00000257226,0,1,0,2
ENSG00000257228,0,0,0,0
ENSG00000257230,0,0,0,0
ENSG00000257231,0,1,1,0
ENSG00000257235,0,0,0,0
ENSG00000257237,0,0,0,0
ENSG00000257239,0,0,1,0
ENSG00000257241,0,0,0,0
ENSG00000257242,0,0,26,8
ENSG00000257243,0,0,2,1
ENSG00000257246,0,1,0,0
ENSG00000257252,2,0,2,5
ENSG00000257253,1,0,0,0
ENSG00000257254,0,0,0,0
ENSG00000257256,0,0,0,0
ENSG00000257258,0,0,1,0
ENSG00000257259,1,2,4,16
ENSG00000257261,25,6,98,92
ENSG00000257262,1,0,0,0
ENSG00000257264,0,0,1,0
ENSG00000257265,0,0,0,0
ENSG00000257267,330,270,898,696
ENSG00000257268,0,0,0,0
ENSG00000257270,6,3,2,3
ENSG00000257271,0,0,0,0
ENSG00000257272,0,0,1,0
ENSG00000257275,0,0,1,0
ENSG00000257277,0,0,0,0
ENSG00000257279,0,0,2,0
ENSG00000257281,0,0,0,0
ENSG00000257283,3,1,0,6
ENSG00000257284,0,0,0,0
ENSG00000257285,16,4,7,11
ENSG00000257286,0,0,0,0
ENSG00000257287,0,0,0,0
ENSG00000257288,1,2,0,2
ENSG00000257289,0,0,0,0
ENSG00000257292,0,0,0,0
ENSG00000257294,0,0,0,0
ENSG00000257296,0,0,0,0
ENSG00000257298,1,1,0,1
ENSG00000257300,0,0,0,0
ENSG00000257302,0,0,0,0
ENSG00000257303,7,5,62,27
ENSG00000257307,1,0,0,3
ENSG00000257308,0,0,0,0
ENSG00000257310,0,0,0,0
ENSG00000257315,137,23,2,115
ENSG00000257316,1,1,7,11
ENSG00000257319,0,0,0,0
ENSG00000257322,4,1,9,12
ENSG00000257323,0,0,0,0
ENSG00000257325,0,0,0,0
ENSG00000257327,1,0,3,13
ENSG00000257329,0,0,0,0
ENSG00000257331,0,0,0,0
ENSG00000257332,0,0,0,0
ENSG00000257335,4,258,0,132
ENSG00000257336,0,0,1,0
ENSG00000257337,146,43,265,268
ENSG00000257341,0,0,0,0
ENSG00000257342,0,0,0,0
ENSG00000257343,0,0,0,0
ENSG00000257345,0,0,0,0
ENSG00000257346,0,0,0,0
ENSG00000257350,0,0,0,0
ENSG00000257354,21,20,27,15
ENSG00000257355,0,0,0,0
ENSG00000257356,0,0,0,0
ENSG00000257359,0,2,0,0
ENSG00000257360,0,0,0,0
ENSG00000257364,1,0,0,0
ENSG00000257365,225,228,369,216
ENSG00000257366,0,0,0,1
ENSG00000257368,0,0,0,0
ENSG00000257373,0,0,0,0
ENSG00000257376,0,1,0,1
ENSG00000257378,0,0,0,0
ENSG00000257379,2,2,0,0
ENSG00000257381,0,0,0,0
ENSG00000257384,0,0,0,1
ENSG00000257386,0,0,0,0
ENSG00000257389,0,0,0,0
ENSG00000257390,1,2,2,2
ENSG00000257391,0,0,0,1
ENSG00000257392,0,0,0,0
ENSG00000257395,0,0,0,0
ENSG00000257398,0,0,0,1
ENSG00000257400,0,0,0,0
ENSG00000257402,0,0,0,0
ENSG00000257403,0,0,0,0
ENSG00000257404,0,0,0,0
ENSG00000257405,0,0,0,0
ENSG00000257407,0,0,0,0
ENSG00000257408,0,0,0,0
ENSG00000257410,0,0,0,0
ENSG00000257411,0,0,0,0
ENSG00000257414,0,0,0,0
ENSG00000257415,0,0,0,0
ENSG00000257426,0,0,0,0
ENSG00000257429,0,0,0,0
ENSG00000257431,0,0,0,1
ENSG00000257432,0,0,0,0
ENSG00000257433,21,52,66,66
ENSG00000257434,0,0,0,0
ENSG00000257435,0,0,0,0
ENSG00000257438,0,0,0,0
ENSG00000257443,4,2,3,16
ENSG00000257444,0,0,0,0
ENSG00000257446,0,1,0,3
ENSG00000257449,1,0,0,2
ENSG00000257452,0,0,0,0
ENSG00000257453,0,0,0,1
ENSG00000257454,0,0,0,0
ENSG00000257456,0,0,0,0
ENSG00000257458,0,0,0,0
ENSG00000257464,0,1,0,0
ENSG00000257465,0,0,0,0
ENSG00000257467,0,0,0,1
ENSG00000257470,0,0,0,0
ENSG00000257472,0,0,0,0
ENSG00000257474,0,0,0,0
ENSG00000257475,0,0,1,0
ENSG00000257476,0,0,0,0
ENSG00000257477,0,1,0,0
ENSG00000257480,0,0,0,0
ENSG00000257488,0,1,0,0
ENSG00000257489,12,5,1,6
ENSG00000257493,0,0,0,0
ENSG00000257494,0,0,0,0
ENSG00000257495,0,0,0,0
ENSG00000257496,1,3,8,4
ENSG00000257497,11,15,24,50
ENSG00000257500,0,0,0,0
ENSG00000257501,0,0,0,0
ENSG00000257503,0,0,0,0
ENSG00000257504,0,0,0,0
ENSG00000257506,0,0,0,0
ENSG00000257507,0,0,0,0
ENSG00000257509,2,1,0,0
ENSG00000257510,0,0,0,0
ENSG00000257511,8,8,7,11
ENSG00000257512,65,5,290,29
ENSG00000257513,0,4,0,0
ENSG00000257514,0,0,0,0
ENSG00000257515,0,0,0,0
ENSG00000257517,0,0,0,0
ENSG00000257519,0,0,0,0
ENSG00000257520,0,0,0,0
ENSG00000257522,0,0,0,0
ENSG00000257523,0,0,0,0
ENSG00000257524,3,7,12,5
ENSG00000257526,2,2,15,18
ENSG00000257527,0,0,0,0
ENSG00000257528,0,0,0,0
ENSG00000257529,1,0,0,1
ENSG00000257530,0,0,0,0
ENSG00000257531,1,0,0,0
ENSG00000257534,0,0,0,1
ENSG00000257539,1,0,0,0
ENSG00000257541,0,0,0,0
ENSG00000257542,0,0,0,4
ENSG00000257543,2,3,3,0
ENSG00000257545,1,2,0,0
ENSG00000257548,0,0,0,0
ENSG00000257550,0,0,0,0
ENSG00000257551,1,3,0,3
ENSG00000257553,0,0,0,0
ENSG00000257556,1,8,4,10
ENSG00000257557,9,3,8,41
ENSG00000257558,0,0,0,0
ENSG00000257563,0,0,0,0
ENSG00000257564,0,0,0,0
ENSG00000257568,0,0,0,0
ENSG00000257569,0,0,0,0
ENSG00000257570,0,0,0,0
ENSG00000257572,0,0,0,0
ENSG00000257576,3,4,6,21
ENSG00000257579,0,1,0,0
ENSG00000257580,0,0,0,0
ENSG00000257582,0,0,0,0
ENSG00000257585,0,0,0,0
ENSG00000257586,0,0,0,0
ENSG00000257587,0,0,1,0
ENSG00000257588,0,0,0,0
ENSG00000257591,1,1,2,1
ENSG00000257594,9,1,0,19
ENSG00000257595,0,8,12,3
ENSG00000257596,2,3,7,0
ENSG00000257599,1,1,0,3
ENSG00000257603,0,0,0,0
ENSG00000257604,0,0,5,1
ENSG00000257605,1,5,20,2
ENSG00000257607,0,0,0,0
ENSG00000257609,0,0,0,0
ENSG00000257611,0,0,0,0
ENSG00000257612,0,0,0,0
ENSG00000257613,0,1,1,3
ENSG00000257614,0,0,0,0
ENSG00000257616,0,0,0,0
ENSG00000257621,336,347,943,566
ENSG00000257622,0,0,0,0
ENSG00000257624,0,0,0,1
ENSG00000257629,0,0,0,0
ENSG00000257634,0,0,0,0
ENSG00000257635,0,0,0,0
ENSG00000257636,1,0,6,0
ENSG00000257639,1,0,0,1
ENSG00000257640,0,0,0,0
ENSG00000257642,0,1,0,0
ENSG00000257643,0,0,1,0
ENSG00000257644,0,0,0,0
ENSG00000257645,0,0,0,0
ENSG00000257647,1,0,0,6
ENSG00000257648,0,0,0,0
ENSG00000257649,0,0,0,0
ENSG00000257653,0,0,0,0
ENSG00000257654,0,0,0,0
ENSG00000257657,0,0,0,0
ENSG00000257658,0,0,0,0
ENSG00000257660,1,6,51,19
ENSG00000257662,0,0,0,0
ENSG00000257663,0,0,0,0
ENSG00000257664,0,0,0,0
ENSG00000257666,0,0,0,0
ENSG00000257668,0,0,0,0
ENSG00000257671,3,4,7,5
ENSG00000257672,0,0,0,0
ENSG00000257674,0,0,0,0
ENSG00000257675,0,0,0,1
ENSG00000257677,0,0,0,0
ENSG00000257680,0,0,0,0
ENSG00000257681,3,6,20,5
ENSG00000257682,1,0,0,0
ENSG00000257683,0,0,0,0
ENSG00000257687,0,0,0,0
ENSG00000257691,0,0,0,0
ENSG00000257696,29,1,16,16
ENSG00000257698,22,20,91,38
ENSG00000257700,0,0,0,0
ENSG00000257702,479,444,1306,1401
ENSG00000257703,0,0,0,0
ENSG00000257704,178,202,832,190
ENSG00000257711,0,0,0,0
ENSG00000257715,3,2,15,6
ENSG00000257718,11,7,93,57
ENSG00000257720,0,0,0,0
ENSG00000257721,0,0,0,0
ENSG00000257723,0,0,0,0
ENSG00000257725,0,0,0,0
ENSG00000257726,0,0,0,0
ENSG00000257727,839,758,1780,1205
ENSG00000257729,0,0,0,0
ENSG00000257730,0,0,0,0
ENSG00000257731,0,0,0,0
ENSG00000257732,0,1,0,0
ENSG00000257735,0,0,1,0
ENSG00000257737,0,0,0,0
ENSG00000257738,0,0,0,0
ENSG00000257740,9,6,2,6
ENSG00000257741,0,0,0,0
ENSG00000257743,11,73,0,0
ENSG00000257746,0,0,0,0
ENSG00000257747,0,0,0,0
ENSG00000257748,0,0,0,0
ENSG00000257750,0,0,2,0
ENSG00000257751,0,0,0,0
ENSG00000257752,0,0,0,0
ENSG00000257754,0,0,0,0
ENSG00000257756,0,0,0,0
ENSG00000257757,0,0,0,0
ENSG00000257758,2,0,1,1
ENSG00000257759,1,0,0,0
ENSG00000257761,0,0,0,0
ENSG00000257762,0,0,0,0
ENSG00000257763,0,1,0,0
ENSG00000257764,0,0,0,0
ENSG00000257766,0,0,0,0
ENSG00000257767,0,1,0,0
ENSG00000257769,0,0,0,0
ENSG00000257771,0,0,0,1
ENSG00000257773,1,0,0,5
ENSG00000257777,0,0,0,0
ENSG00000257779,0,0,0,0
ENSG00000257780,0,0,0,0
ENSG00000257781,0,0,0,0
ENSG00000257784,0,0,0,0
ENSG00000257786,0,0,0,0
ENSG00000257787,0,0,0,0
ENSG00000257790,1,1,3,1
ENSG00000257792,0,0,0,0
ENSG00000257797,0,0,0,0
ENSG00000257800,2,9,3,2
ENSG00000257802,1,0,1,0
ENSG00000257803,0,0,0,0
ENSG00000257807,0,0,0,0
ENSG00000257808,3,3,2,3
ENSG00000257809,0,0,0,0
ENSG00000257813,0,0,0,0
ENSG00000257815,10,37,74,62
ENSG00000257817,0,6,0,24
ENSG00000257818,0,0,1,0
ENSG00000257820,0,1,0,0
ENSG00000257823,0,0,0,0
ENSG00000257824,0,0,0,0
ENSG00000257825,0,0,0,0
ENSG00000257826,0,0,0,0
ENSG00000257829,0,0,0,1
ENSG00000257830,0,0,0,0
ENSG00000257831,3,2,1,0
ENSG00000257835,0,0,0,0
ENSG00000257837,0,0,0,0
ENSG00000257838,13,8,28,16
ENSG00000257839,0,0,0,0
ENSG00000257842,4,1,0,0
ENSG00000257844,0,0,0,0
ENSG00000257845,1,0,0,0
ENSG00000257846,0,0,0,0
ENSG00000257847,0,0,0,0
ENSG00000257848,0,0,1,0
ENSG00000257849,0,0,0,0
ENSG00000257851,1,2,0,0
ENSG00000257852,0,0,0,0
ENSG00000257853,0,0,0,0
ENSG00000257855,0,0,0,0
ENSG00000257858,0,0,0,0
ENSG00000257859,0,0,1,0
ENSG00000257860,0,0,0,0
ENSG00000257863,1,0,2,0
ENSG00000257864,0,1,0,0
ENSG00000257865,0,0,0,0
ENSG00000257869,3,1,32,0
ENSG00000257870,0,0,0,0
ENSG00000257872,1,1,1,0
ENSG00000257875,0,0,0,0
ENSG00000257878,89,11,18,94
ENSG00000257879,0,0,0,0
ENSG00000257880,0,0,1,0
ENSG00000257883,1,0,1,3
ENSG00000257884,0,0,0,0
ENSG00000257885,0,0,0,0
ENSG00000257890,0,0,0,0
ENSG00000257891,0,0,0,0
ENSG00000257893,37,0,45,0
ENSG00000257894,0,1,2,0
ENSG00000257896,0,0,1,0
ENSG00000257897,0,0,0,0
ENSG00000257900,0,0,0,0
ENSG00000257904,0,0,0,0
ENSG00000257905,0,0,0,0
ENSG00000257906,1,7,3,12
ENSG00000257907,1,0,1,4
ENSG00000257910,0,0,0,0
ENSG00000257912,0,0,0,0
ENSG00000257913,1,3,3,1
ENSG00000257915,0,0,0,0
ENSG00000257918,1,1,1,0
ENSG00000257920,0,0,0,0
ENSG00000257921,0,0,0,0
ENSG00000257923,4835,1672,1331,2633
ENSG00000257924,0,1,1,0
ENSG00000257925,0,0,0,0
ENSG00000257927,0,0,0,0
ENSG00000257932,0,0,0,0
ENSG00000257935,0,0,0,0
ENSG00000257940,0,0,0,8
ENSG00000257941,1,0,0,0
ENSG00000257943,0,0,7,0
ENSG00000257947,1,0,0,0
ENSG00000257948,0,0,0,0
ENSG00000257949,6,1,4,8
ENSG00000257950,2,5,8,21
ENSG00000257951,0,0,0,1
ENSG00000257953,1,0,1,0
ENSG00000257954,0,0,0,0
ENSG00000257955,0,0,0,0
ENSG00000257956,0,2,0,5
ENSG00000257957,0,0,0,0
ENSG00000257958,1,1,0,4
ENSG00000257959,0,0,0,0
ENSG00000257962,0,0,0,0
ENSG00000257964,1,1,0,0
ENSG00000257966,0,0,0,1
ENSG00000257976,0,0,0,0
ENSG00000257979,0,0,0,0
ENSG00000257985,0,1,1,0
ENSG00000257986,0,0,0,0
ENSG00000257987,0,0,0,0
ENSG00000257989,0,0,1,0
ENSG00000257991,0,0,0,0
ENSG00000257994,0,0,0,0
ENSG00000257995,0,0,0,0
ENSG00000257997,0,0,0,0
ENSG00000257998,0,0,0,0
ENSG00000257999,1,0,0,1
ENSG00000258001,13,4,1,24
ENSG00000258007,0,0,0,0
ENSG00000258010,0,0,0,1
ENSG00000258011,0,0,0,0
ENSG00000258012,0,0,0,1
ENSG00000258013,0,0,0,0
ENSG00000258016,0,2,1,2
ENSG00000258017,5,0,3,2
ENSG00000258018,0,0,0,0
ENSG00000258021,0,0,0,0
ENSG00000258024,0,0,0,0
ENSG00000258026,1,0,0,0
ENSG00000258027,0,0,0,0
ENSG00000258028,9,1,0,0
ENSG00000258033,0,0,0,0
ENSG00000258034,0,0,0,0
ENSG00000258035,0,0,0,0
ENSG00000258036,0,0,0,0
ENSG00000258038,20,3,2,0
ENSG00000258039,0,0,0,0
ENSG00000258044,0,0,0,1
ENSG00000258045,4,5,7,9
ENSG00000258048,4,0,3,8
ENSG00000258050,0,0,0,0
ENSG00000258051,0,0,0,0
ENSG00000258052,0,0,0,0
ENSG00000258053,5,4,0,3
ENSG00000258056,131,161,102,154
ENSG00000258057,4,5,8,20
ENSG00000258064,0,0,0,0
ENSG00000258065,1,0,0,0
ENSG00000258066,0,0,1,0
ENSG00000258068,0,0,0,0
ENSG00000258071,0,0,0,0
ENSG00000258072,0,0,0,0
ENSG00000258073,0,0,0,0
ENSG00000258074,0,0,0,0
ENSG00000258076,0,0,0,0
ENSG00000258077,0,1,3,0
ENSG00000258080,0,0,0,0
ENSG00000258081,0,0,1,0
ENSG00000258082,0,1,1,1
ENSG00000258083,0,0,0,0
ENSG00000258084,0,3,0,0
ENSG00000258086,1,2,1,0
ENSG00000258088,0,0,0,0
ENSG00000258090,0,0,0,1
ENSG00000258091,0,0,0,0
ENSG00000258092,0,0,0,0
ENSG00000258096,1,1,2,0
ENSG00000258098,0,0,0,0
ENSG00000258099,1,5,8,11
ENSG00000258100,0,0,0,0
ENSG00000258101,1,2,4,4
ENSG00000258102,22,27,8,27
ENSG00000258104,0,0,0,0
ENSG00000258107,0,0,0,0
ENSG00000258108,0,0,0,0
ENSG00000258111,0,0,0,0
ENSG00000258112,0,0,0,0
ENSG00000258114,0,0,0,0
ENSG00000258115,0,0,0,0
ENSG00000258116,0,0,1,0
ENSG00000258117,0,0,0,0
ENSG00000258118,0,0,0,0
ENSG00000258119,0,0,0,0
ENSG00000258120,0,0,0,0
ENSG00000258121,0,0,0,0
ENSG00000258122,0,1,0,0
ENSG00000258123,0,0,0,0
ENSG00000258125,24,0,22,0
ENSG00000258128,1,0,0,1
ENSG00000258130,1,0,1,0
ENSG00000258131,0,0,0,0
ENSG00000258133,0,0,0,0
ENSG00000258134,0,0,0,0
ENSG00000258135,0,0,0,0
ENSG00000258136,1,2,0,1
ENSG00000258137,1,0,4,0
ENSG00000258140,0,0,0,0
ENSG00000258142,0,0,0,0
ENSG00000258144,0,0,0,0
ENSG00000258148,0,0,0,0
ENSG00000258150,0,0,0,0
ENSG00000258153,1,1,3,0
ENSG00000258154,0,0,0,0
ENSG00000258159,0,0,0,0
ENSG00000258162,0,2,0,0
ENSG00000258167,0,0,0,0
ENSG00000258168,5,5,1,9
ENSG00000258169,0,2,0,0
ENSG00000258170,0,0,0,0
ENSG00000258171,0,0,0,1
ENSG00000258172,1,0,3,1
ENSG00000258173,0,0,0,0
ENSG00000258175,0,0,0,0
ENSG00000258177,0,0,4,0
ENSG00000258178,0,0,0,0
ENSG00000258179,0,1,0,0
ENSG00000258181,1,1,3,1
ENSG00000258183,0,0,0,0
ENSG00000258184,0,0,0,0
ENSG00000258185,0,0,0,0
ENSG00000258186,0,0,0,0
ENSG00000258193,0,0,0,0
ENSG00000258196,0,0,1,0
ENSG00000258197,0,0,0,0
ENSG00000258199,32,26,113,44
ENSG00000258202,0,1,0,2
ENSG00000258203,0,0,0,0
ENSG00000258204,0,0,0,0
ENSG00000258205,0,0,0,0
ENSG00000258206,0,0,0,0
ENSG00000258210,2,0,0,2
ENSG00000258212,0,0,0,0
ENSG00000258214,0,0,0,0
ENSG00000258215,0,0,0,0
ENSG00000258216,0,0,0,1
ENSG00000258220,0,0,0,0
ENSG00000258223,0,0,0,0
ENSG00000258224,0,0,0,0
ENSG00000258225,1,0,0,1
ENSG00000258227,8,3,1,16
ENSG00000258230,1,0,1,0
ENSG00000258231,0,0,0,0
ENSG00000258232,0,0,0,0
ENSG00000258233,0,0,0,0
ENSG00000258234,0,0,0,1
ENSG00000258235,2,0,0,0
ENSG00000258239,0,0,0,0
ENSG00000258240,1,0,0,0
ENSG00000258244,0,1,0,0
ENSG00000258245,0,0,2,1
ENSG00000258249,0,0,0,0
ENSG00000258251,0,0,0,0
ENSG00000258253,0,0,0,0
ENSG00000258254,0,0,0,0
ENSG00000258256,0,0,2,0
ENSG00000258260,0,0,0,0
ENSG00000258262,0,0,0,2
ENSG00000258265,0,0,0,0
ENSG00000258268,0,0,0,0
ENSG00000258271,0,0,0,0
ENSG00000258272,0,0,0,0
ENSG00000258273,0,0,0,1
ENSG00000258274,0,1,1,2
ENSG00000258275,0,0,0,0
ENSG00000258278,0,0,0,0
ENSG00000258279,0,0,0,0
ENSG00000258280,0,0,0,0
ENSG00000258282,0,0,0,0
ENSG00000258283,0,0,0,0
ENSG00000258284,1,0,0,0
ENSG00000258285,1,0,103,1
ENSG00000258288,0,0,0,0
ENSG00000258289,874,785,708,1197
ENSG00000258290,0,0,0,0
ENSG00000258292,0,0,0,0
ENSG00000258294,0,0,5,0
ENSG00000258297,47,53,68,68
ENSG00000258300,0,0,0,0
ENSG00000258301,10,10,43,45
ENSG00000258302,2,0,2,1
ENSG00000258303,3,2,12,3
ENSG00000258304,0,0,0,0
ENSG00000258308,0,0,0,0
ENSG00000258311,63,19,30,69
ENSG00000258312,0,0,0,0
ENSG00000258313,0,0,0,0
ENSG00000258314,0,0,6,0
ENSG00000258315,23,28,62,34
ENSG00000258316,1,0,0,0
ENSG00000258317,8,5,3,1
ENSG00000258320,0,0,4,0
ENSG00000258323,1,0,0,0
ENSG00000258324,0,0,0,0
ENSG00000258325,2,1,7,13
ENSG00000258331,0,0,0,0
ENSG00000258332,0,0,0,0
ENSG00000258334,0,0,0,1
ENSG00000258336,0,0,0,0
ENSG00000258337,0,0,0,0
ENSG00000258338,0,0,0,0
ENSG00000258342,0,0,0,0
ENSG00000258343,0,0,0,0
ENSG00000258344,0,0,0,0
ENSG00000258345,0,1,0,0
ENSG00000258346,0,0,1,1
ENSG00000258350,0,0,0,0
ENSG00000258352,2,1,5,9
ENSG00000258354,0,0,8,1
ENSG00000258355,1,0,2,0
ENSG00000258357,0,0,0,1
ENSG00000258358,0,0,0,0
ENSG00000258359,0,1,3,1
ENSG00000258360,0,0,0,0
ENSG00000258364,0,0,0,0
ENSG00000258365,7,13,12,0
ENSG00000258366,31,26,0,8
ENSG00000258367,0,0,0,0
ENSG00000258368,0,0,0,0
ENSG00000258369,0,0,0,0
ENSG00000258373,0,0,0,0
ENSG00000258375,0,0,0,0
ENSG00000258376,4,14,9,8
ENSG00000258377,0,0,0,0
ENSG00000258378,0,1,3,0
ENSG00000258379,0,0,0,0
ENSG00000258380,0,0,0,0
ENSG00000258381,0,0,0,0
ENSG00000258383,0,0,0,0
ENSG00000258384,3,3,2,1
ENSG00000258385,0,0,1,0
ENSG00000258386,0,0,0,0
ENSG00000258387,0,0,0,0
ENSG00000258388,7,12,14,7
ENSG00000258390,0,0,0,0
ENSG00000258392,0,0,0,0
ENSG00000258393,0,0,0,0
ENSG00000258394,0,0,0,0
ENSG00000258397,0,0,0,0
ENSG00000258399,0,2,0,2
ENSG00000258400,1,0,0,0
ENSG00000258401,0,0,0,0
ENSG00000258402,0,0,0,0
ENSG00000258404,0,0,0,1
ENSG00000258405,3,1,4,0
ENSG00000258406,0,0,0,0
ENSG00000258407,0,0,0,0
ENSG00000258408,0,0,0,0
ENSG00000258410,0,1,0,0
ENSG00000258411,0,0,0,0
ENSG00000258412,0,0,0,0
ENSG00000258413,0,0,0,0
ENSG00000258414,1,0,0,1
